Date,SPY_IWM,SPY_XLU,SPY_VIX,SPY_TLT,HYG_TLT,SPY_HYG
2020-01-06,0.8133696526989187,0.4732011814166683,-0.7793455493615656,-0.054403974365254903,0.23925690811479652,0.7361165357582335
2020-01-07,0.8130656056245368,0.47319750040957664,-0.7793100306160717,-0.056863032167019115,0.2402852319991326,0.7342164839713502
2020-01-08,0.8132781609228693,0.4734458699541101,-0.778545399519628,-0.05420541347303149,0.24125007760174758,0.7343923895040344
2020-01-09,0.8130443161549593,0.4718340393096762,-0.7793374587854119,-0.05989673464686735,0.23830722226233655,0.7340250461300224
2020-01-10,0.8103792565698104,0.4754545223802792,-0.7812010308723301,-0.05451168248313988,0.24107018901996835,0.7357092263861919
2020-01-13,0.8107763289859662,0.47307018487075103,-0.7805963671187857,-0.0594774805174015,0.24042149005794503,0.7345392207566519
2020-01-14,0.8119917776613014,0.4781786577133116,-0.7799983844717076,-0.06415021108285865,0.24022669397267118,0.7300122719229036
2020-01-15,0.8097164506889999,0.47637874503569116,-0.7800465320744476,-0.06581089495931079,0.23912858988372263,0.7299404422594747
2020-01-16,0.8100593251032058,0.47351328163192663,-0.7791503422222539,-0.06081527022382957,0.2387381453655284,0.729718374691722
2020-01-17,0.8151433591945174,0.4799664593340168,-0.7726237394847786,-0.06781448515353318,0.2378534827825397,0.7226098438320733
2020-01-21,0.8111620010207438,0.48260836564709625,-0.773345102476345,-0.07495081337109746,0.23995758941801246,0.7192962003751772
2020-01-22,0.809914582640599,0.4720141641094712,-0.7691154802496247,-0.08003104239228244,0.22030909631833942,0.7195367459486689
2020-01-23,0.8099052859837707,0.4716470694636424,-0.7691922399398577,-0.07925824349762839,0.22441804747815364,0.7176669170514113
2020-01-24,0.8094218426271593,0.4704460483993438,-0.7686718665767319,-0.0752455919858996,0.20474315527162737,0.7071870716308778
2020-01-27,0.8160644658432358,0.45160289956959604,-0.7794196750842747,-0.10146814451081666,0.17262044818648165,0.718819667094733
2020-01-28,0.8137105874461934,0.44139579785452043,-0.8039957517295475,-0.1720223230804892,0.08959171149171621,0.7439098028065517
2020-01-29,0.8159338672092649,0.4462872139513871,-0.806348724683175,-0.18554780027760764,0.05103095252530976,0.747490786822106
2020-01-30,0.8144041117906491,0.4455378035069039,-0.8060942211635264,-0.18376116107876106,0.05002586468711491,0.7474210856318984
2020-01-31,0.8132449876203713,0.4478536407532475,-0.8062533416809922,-0.18180074016569833,0.05223677115011356,0.7476049765377522
2020-02-03,0.8294503672006444,0.44936056549210157,-0.8252050433227506,-0.2121108531506976,0.03401894962078564,0.7475431589361814
2020-02-04,0.830961854473281,0.45230297870291003,-0.8247449128467068,-0.21219870937305146,0.04066214084861227,0.721230016220156
2020-02-05,0.8364245706631983,0.3985073705179487,-0.8288611909510405,-0.24682733798134307,-0.003956629600139107,0.7328402935093324
2020-02-06,0.8399832180931563,0.40431823308065623,-0.828531942448864,-0.26241972763905724,-0.022381355279002434,0.7379137814011766
2020-02-07,0.8375359571148432,0.4049614247059411,-0.8280006997752809,-0.2558998459343424,-0.01745996391388939,0.738082034777876
2020-02-10,0.8370068361975621,0.40832683217541976,-0.8283458038479709,-0.2621646282884978,-0.02340099493821696,0.7388577566838544
2020-02-11,0.8370690234842628,0.41336677644601555,-0.8279938431460642,-0.25308484257603125,-0.018127366030519777,0.7389320575440221
2020-02-12,0.8357987598739177,0.4148008159068616,-0.8264656069016159,-0.2519711809946662,-0.017118471676138156,0.7390882206216662
2020-02-13,0.8368524935865669,0.4146283195871745,-0.8231620828596343,-0.25576683925653654,-0.022258239204374593,0.7419961618923483
2020-02-14,0.8353357361730771,0.4015111672621713,-0.8223979939345475,-0.25393395641227023,-0.01826303791605474,0.7414717159693308
2020-02-18,0.8320367065158433,0.40284846594087304,-0.8216603608557512,-0.24828931832770804,-0.01546677154157289,0.7409334906769802
2020-02-19,0.8318804192514403,0.3909655651279296,-0.8162535449470241,-0.2497778976694481,-0.023207922027696098,0.7413980247187352
2020-02-20,0.8326233117693354,0.3642041884129609,-0.8162996271941662,-0.24563250197375805,-0.019819699157893157,0.7397552326636526
2020-02-21,0.8255607226726397,0.35841286864266375,-0.8159231885671109,-0.2524158746837265,-0.003592685734421264,0.72664274504556
2020-02-24,0.8294822274549916,0.3580624316721777,-0.8218238196126354,-0.27669921021584154,-0.008426346173452288,0.7189555219860003
2020-02-25,0.8583454827634793,0.4077499117774258,-0.8735578580352762,-0.36398838214236034,-0.13927483699405818,0.7956900692035234
2020-02-26,0.8662307461874068,0.4558163062117652,-0.8583430331756899,-0.3702700359803566,-0.15042638077977694,0.8051981058929728
2020-02-27,0.8643442940722929,0.45519188434335645,-0.8572585053578348,-0.36342326419358045,-0.14818213718923218,0.8032571105771275
2020-02-28,0.874500724064368,0.5369104805560909,-0.8723848599024442,-0.390333456338946,-0.19448737263924112,0.8257404251064051
2020-03-02,0.86987537424316,0.52714695866681,-0.8717303192036827,-0.3710177686902035,-0.14937655577784673,0.8200981085079635
2020-03-03,0.8755176670102409,0.5610243425192084,-0.8713944640967147,-0.382562255917601,-0.1521239290364272,0.810426436173455
2020-03-04,0.8771359328098002,0.5619156939140637,-0.8705055243587627,-0.3954362741306849,-0.16354968199865186,0.8116553065451113
2020-03-05,0.8806706692166062,0.5819544033740197,-0.8719638000837566,-0.4068017262971651,-0.1905601315992322,0.81659352058566
2020-03-06,0.8821940746254151,0.5831950122965198,-0.8732708350454325,-0.4239230319638556,-0.23841520555113957,0.819172563309153
2020-03-09,0.8816068008290563,0.5831499517162152,-0.8727488015482544,-0.4059138735561572,-0.2865972298313656,0.8158806926714882
2020-03-10,0.8854931554142805,0.6197255292256627,-0.8807043532261444,-0.42159457033435316,-0.3080456076442405,0.8291983593722226
2020-03-11,0.8850170294983535,0.6172415324200095,-0.8807746414224638,-0.4382964344244285,-0.3179288582261708,0.8300514159334426
